3	11/21/20	10
1	11/21/20	10
1	11/21/20	10
1	11/21/20	10
1	11/21/20	10
1	11/21/20	10
2	11/21/20	10
1	11/21/20	10
1	11/21/20	10
1	11/21/20	10
1	11/21/20	10
4	11/21/20	10
1	11/21/20	10
1	11/20/20	11
1	11/20/20	11
1	11/20/20	11
1	11/20/20	11
1	11/20/20	11
3	11/20/20	11
1	11/20/20	11
3	11/20/20	11
1	11/20/20	11
1	11/20/20	11
4	11/20/20	11
1	11/20/20	11
1	11/20/20	11
4	11/20/20	11
1	11/20/20	11
2	11/20/20	11
6	11/20/20	11
1	11/19/20	12
1	11/19/20	12
7	11/19/20	12
1	11/19/20	12
1	11/19/20	12
1	11/19/20	12
1	11/19/20	12
2	11/19/20	12
3	11/19/20	12
1	11/19/20	12
2	11/19/20	12
1	11/19/20	12
2	11/19/20	12
1	11/19/20	12
1	11/19/20	12
1	11/19/20	12
4	11/19/20	12
1	11/19/20	12
1	11/19/20	12
2	11/19/20	12
1	11/18/20	13
5	11/18/20	13
1	11/18/20	13
1	11/18/20	13
4	11/18/20	13
2	11/18/20	13
9	11/18/20	13
1	11/18/20	13
1	11/18/20	13
1	11/18/20	13
1	11/18/20	13
1	11/18/20	13
1	11/18/20	13
8	11/18/20	13
1	11/18/20	13
6	11/18/20	13
8	11/18/20	13
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
3	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
1	11/17/20	14
4	11/17/20	14
1	11/16/20	15
1	11/16/20	15
1	11/16/20	15
1	11/16/20	15
1	11/16/20	15
1	11/16/20	15
1	11/16/20	15
3	11/16/20	15
1	11/15/20	16
1	11/15/20	16
2	11/15/20	16
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
2	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/14/20	17
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
3	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
4	11/13/20	18
4	11/13/20	18
1	11/13/20	18
2	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
1	11/13/20	18
2	11/13/20	18
6	11/13/20	18
1	11/13/20	18
1	11/13/20	18
3	11/13/20	18
2	11/13/20	18
1	11/12/20	19
2	11/12/20	19
11	11/12/20	19
1	11/12/20	19
2	11/12/20	19
4	11/12/20	19
1	11/12/20	19
1	11/12/20	19
2	11/12/20	19
1	11/12/20	19
1	11/12/20	19
6	11/12/20	19
1	11/12/20	19
1	11/12/20	19
4	11/12/20	19
1	11/12/20	19
1	11/12/20	19
1	11/12/20	19
8	11/12/20	19
1	11/12/20	19
1	11/12/20	19
6	11/12/20	19
1	11/11/20	20
1	11/11/20	20
2	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
2	11/11/20	20
7	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
1	11/11/20	20
4	11/11/20	20
3	11/11/20	20
1	11/10/20	21
1	11/10/20	21
1	11/10/20	21
3	11/10/20	21
1	11/10/20	21
6	11/10/20	21
3	11/10/20	21
3	11/10/20	21
2	11/09/20	22
1	11/09/20	22
1	11/09/20	22
1	11/09/20	22
1	11/09/20	22
1	11/09/20	22
1	11/09/20	22
1	11/09/20	22
2	11/09/20	22
3	11/09/20	22
1	11/08/20	23
1	11/08/20	23
1	11/08/20	23
1	11/08/20	23
1	11/08/20	23
7	11/07/20	24
2	11/07/20	24
2	11/07/20	24
1	11/07/20	24
1	11/07/20	24
2	11/07/20	24
2	11/07/20	24
1	11/07/20	24
4	11/07/20	24
1	11/07/20	24
8	11/07/20	24
2	11/06/20	25
1	11/06/20	25
1	11/06/20	25
1	11/06/20	25
2	11/06/20	25
3	11/06/20	25
4	11/06/20	25
1	11/06/20	25
8	11/06/20	25
1	11/06/20	25
1	11/06/20	25
7	11/06/20	25
2	11/05/20	26
1	11/05/20	26
1	11/05/20	26
1	11/05/20	26
1	11/05/20	26
3	11/05/20	26
1	11/05/20	26
2	11/05/20	26
1	11/05/20	26
3	11/05/20	26
3	11/05/20	26
2	11/05/20	26
1	11/05/20	26
3	11/05/20	26
5	11/05/20	26
1	11/04/20	27
5	11/04/20	27
1	11/04/20	27
4	11/04/20	27
1	11/04/20	27
1	11/04/20	27
3	11/04/20	27
6	11/04/20	27
2	11/04/20	27
1	11/04/20	27
8	11/04/20	27
8	11/04/20	27
2	11/03/20	28
1	11/03/20	28
5	11/03/20	28
5	11/03/20	28
4	11/03/20	28
10	11/03/20	28
3	11/03/20	28
1	11/03/20	28
1	11/03/20	28
10	11/03/20	28
3	11/02/20	29
2	11/02/20	29
1	11/02/20	29
8	11/02/20	29
1	11/02/20	29
1	11/01/20	30
2	11/01/20	30
1	11/01/20	30
1	11/01/20	30
2	11/01/20	30
1	11/01/20	30
1	11/01/20	30
3	10/31/20	31
5	10/31/20	31
5	10/31/20	31
1	10/31/20	31
1	10/31/20	31
4	10/31/20	31
4	10/31/20	31
1	10/31/20	31
7	10/31/20	31
1	10/31/20	31
3	10/31/20	31
1	10/30/20	32
1	10/30/20	32
2	10/30/20	32
1	10/30/20	32
1	10/30/20	32
1	10/30/20	32
1	10/30/20	32
1	10/30/20	32
1	10/30/20	32
1	10/30/20	32
6	10/30/20	32
3	10/30/20	32
1	10/29/20	33
1	10/29/20	33
1	10/29/20	33
2	10/29/20	33
2	10/29/20	33
1	10/29/20	33
6	10/29/20	33
1	10/29/20	33
1	10/29/20	33
1	10/29/20	33
2	10/29/20	33
5	10/29/20	33
1	10/28/20	34
1	10/28/20	34
4	10/28/20	34
1	10/28/20	34
4	10/28/20	34
1	10/28/20	34
1	10/28/20	34
2	10/28/20	34
1	10/28/20	34
4	10/28/20	34
1	10/28/20	34
1	10/28/20	34
4	10/28/20	34
7	10/28/20	34
4	10/27/20	35
1	10/27/20	35
5	10/27/20	35
1	10/27/20	35
4	10/27/20	35
1	10/27/20	35
1	10/27/20	35
1	10/27/20	35
3	10/27/20	35
2	10/27/20	35
1	10/27/20	35
3	10/27/20	35
2	10/26/20	36
1	10/26/20	36
1	10/26/20	36
2	10/26/20	36
3	10/26/20	36
1	10/26/20	36
1	10/26/20	36
2	10/26/20	36
4	10/26/20	36
2	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/25/20	37
1	10/24/20	38
1	10/24/20	38
2	10/24/20	38
3	10/24/20	38
1	10/24/20	38
2	10/24/20	38
1	10/24/20	38
6	10/24/20	38
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
1	10/23/20	39
2	10/23/20	39
2	10/23/20	39
1	10/22/20	40
1	10/22/20	40
2	10/22/20	40
2	10/22/20	40
1	10/22/20	40
1	10/22/20	40
1	10/22/20	40
2	10/22/20	40
1	10/22/20	40
1	10/22/20	40
5	10/22/20	40
1	10/21/20	41
1	10/21/20	41
1	10/21/20	41
1	10/21/20	41
1	10/21/20	41
3	10/21/20	41
1	10/21/20	41
1	10/21/20	41
1	10/21/20	41
2	10/21/20	41
5	10/21/20	41
1	10/21/20	41
1	10/21/20	41
1	10/20/20	42
1	10/20/20	42
1	10/20/20	42
1	10/20/20	42
2	10/20/20	42
1	10/20/20	42
1	10/20/20	42
1	10/20/20	42
1	10/20/20	42
2	10/20/20	42
1	10/19/20	43
1	10/18/20	44
1	10/18/20	44
1	10/17/20	45
1	10/17/20	45
1	10/17/20	45
1	10/16/20	46
1	10/16/20	46
1	10/16/20	46
1	10/16/20	46
1	10/16/20	46
1	10/16/20	46
1	10/16/20	46
2	10/16/20	46
1	10/15/20	47
1	10/15/20	47
1	10/15/20	47
1	10/15/20	47
1	10/15/20	47
1	10/14/20	48
2	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/14/20	48
1	10/13/20	49
1	10/13/20	49
1	10/12/20	50
1	10/09/20	53
1	10/09/20	53
1	10/09/20	53
1	10/09/20	53
1	10/08/20	54
1	10/08/20	54
1	10/08/20	54
1	10/08/20	54
1	10/08/20	54
1	10/08/20	54
1	10/08/20	54
1	10/07/20	55
2	10/07/20	55
1	10/07/20	55
1	10/07/20	55
1	10/07/20	55
1	10/07/20	55
1	10/06/20	56
1	10/06/20	56
1	10/06/20	56
1	10/05/20	57
1	10/05/20	57
1	10/05/20	57
1	10/05/20	57
1	10/05/20	57
1	10/03/20	59
1	10/03/20	59
1	10/02/20	60
1	10/02/20	60
1	10/02/20	60
1	10/02/20	60
1	10/02/20	60
1	09/30/20	62
1	09/30/20	62
2	09/30/20	62
2	09/30/20	62
1	09/30/20	62
1	09/29/20	63
1	09/29/20	63
1	09/28/20	64
1	09/26/20	66
3	09/26/20	66
1	09/26/20	66
1	09/23/20	69
1	09/22/20	70
1	09/18/20	74
1	09/13/20	79
1	09/12/20	80
1	09/12/20	80
1	09/11/20	81
1	09/11/20	81
1	09/11/20	81
1	09/10/20	82
1	09/08/20	84
1	08/23/20	100
1	08/21/20	102
1	08/21/20	102
1	08/20/20	103
1	08/14/20	109
1	08/12/20	111
1	08/10/20	113
1	08/07/20	116
1	08/07/20	116
1	08/07/20	116
1	08/06/20	117
1	08/06/20	117
1	08/05/20	118
1	08/05/20	118
1	08/05/20	118
1	08/04/20	119
1	08/04/20	119
1	08/03/20	120
1	08/02/20	121
1	08/02/20	121
1	07/27/20	127
1	07/27/20	127
1	07/19/20	135
1	07/19/20	135
1	07/17/20	137
1	07/17/20	137
1	07/15/20	139
1	06/29/20	155
1	06/15/20	169
1	06/04/20	180
1	05/29/20	186
1	05/07/20	208
1	04/28/20	217
2	04/28/20	217
1	04/28/20	217
1	04/28/20	217
1	04/28/20	217
1	04/27/20	218
1	04/25/20	220
1	04/25/20	220
1	04/24/20	221
1	04/24/20	221
1	04/22/20	223
1	04/22/20	223
1	04/22/20	223
1	04/21/20	224
1	04/18/20	227
1	04/18/20	227
1	04/18/20	227
1	04/17/20	228
1	04/17/20	228
1	04/17/20	228
1	04/16/20	229
1	04/15/20	230
1	04/15/20	230
1	04/15/20	230
1	04/14/20	231
1	04/13/20	232
3	04/11/20	234
2	04/11/20	234
2	04/11/20	234
1	04/10/20	235
1	04/10/20	235
4	04/10/20	235
1	04/09/20	236
1	04/08/20	237
3	04/07/20	238
2	04/07/20	238
2	04/07/20	238
1	04/07/20	238
1	04/07/20	238
1	04/06/20	239
1	04/06/20	239
1	04/06/20	239
1	04/04/20	241
1	04/03/20	242
1	04/03/20	242
1	04/03/20	242
1	04/03/20	242
1	04/03/20	242
1	04/03/20	242
1	04/03/20	242
1	04/02/20	243
1	04/02/20	243
1	04/02/20	243
1	04/02/20	243
1	04/01/20	244
1	03/31/20	245
1	03/31/20	245
3	03/31/20	245
1	03/31/20	245
1	03/30/20	246
1	03/30/20	246
1	03/30/20	246
1	03/30/20	246
1	03/30/20	246
1	03/30/20	246
1	03/28/20	248
1	03/28/20	248
1	03/27/20	249
1	03/27/20	249
1	03/27/20	249
2	03/27/20	249
1	03/27/20	249
1	03/27/20	249
1	03/27/20	249
2	03/27/20	249
1	03/27/20	249
1	03/26/20	250
1	03/26/20	250
1	03/26/20	250
1	03/26/20	250
1	03/26/20	250
1	03/26/20	250
1	03/25/20	251
1	03/25/20	251
1	03/25/20	251
1	03/25/20	251
1	03/24/20	252
1	03/24/20	252
1	03/23/20	253
1	03/23/20	253
1	03/21/20	255
1	03/21/20	255
1	03/20/20	256
1	03/19/20	257
1	03/19/20	257
1	03/19/20	257
1	03/19/20	257
1	03/19/20	257
2	03/19/20	257
1	03/19/20	257
1	03/19/20	257
1	03/18/20	258
1	03/18/20	258
1	03/18/20	258
1	03/18/20	258
1	03/18/20	258
2	03/18/20	258
1	03/18/20	258
1	03/17/20	259
2	03/16/20	260
1	03/16/20	260
1	03/16/20	260
1	03/13/20	263
1	03/12/20	264
1	03/03/20	273
1	03/03/20	273
